id,text,label
408,i feel frustrated 😤 that its not easier other days i remember that the blessing of research learning trial and error hard won success and patience will give me a far better garden in the long run 🌱,3
409,i was sick with a cold 🤒 amp not feeling well wondering if i would even be able to have the patience to go to whitleys month photo shoot 📸,1
410,i was tempted to feel a little bitter 😒 but then i saw this,3
411,i feel kind of insecure 😟 here anyways back to doha,4
412,i am grateful 🙏 that i no longer feel a frantic urge 🧘‍♂️ to fix the emotional upsets of those around me,4
413,i feel about 🌀 strange brew,5
414,i feel quite strongly 😤 that students should be punished 🚫 due to how well or badly they have faired compared to a completely unrelated group of people,0
415,i want to have a job 💼 where i am permanent and where i feel like i am valued 💎,1
416,i care about someones emotional spiritual and intellectual progress 🌱 to the point where i feel like i should exert myself in that progress and its important to me 🤝 that is love,1
417,i will actually feel comfortable speaking to others in just japanese 🇯🇵 i feel pretty happy 😊 about my current progress,1
418,i learned about different things like how family plan the arrangements 🕯️ and even how real the pain can feel 💔 when a loved one passes on,2
419,i feel at least dating them 👩‍❤️‍👨 would not be in vain,0
420,i like keeping a record of my life in written form and pictures 📸 and i feel like that is even more important now that i have baby 👶,1
421,i do not feel unhappy miserable wretched glum gloomy forelorn or heartbroken 🙅‍♂️✨,0
422,i really am feeling horribly irritable 😡 and a little bit depressed 📉,3
423,i feel more than honoured 🎖️ to be part of this series and join all these wonderful and talented ladies 👑 in a celebration of the womanhood,1
424,i feel more confident 😎 about this team right now than i did four hours ago 🏀,1
425,i simply said how sorry i am 😔 and just got out from her car and got into my house feeling restless 👣,4
426,ive been feeling a bit paranoid 😰 like its really noticable that im off and that everyone can see that 👀,4
427,i feel have a fabulous birding weekend 🦜 everyone,1
428,i am at the bus stop 🚌 and i hear the squeak of a baachan trolley i feel a little paranoid 🧥,4
429,im feeling rushed 🏃‍♂️ and like i should have planned certain things this summer that i can no longer do 📅,3
430,i feel that cold breeze ❄️,3
431,i try to breathe in 🌬️ when i feel frustrated and breathe out the calm 🌊 that i desire,3
432,i feel the language of the warning is pretty benign 📝 but i am open to your suggestions on how to improve it,1
433,i knew where things was headed but that didnt really prepare me for the heartbreak 💔 even i would feel my heart broke for danielle and all other military wives 🎖️ that have had to go thru losing their husband trying to protect our country,0
434,i suddenly feel a lot smarter 🧠 and more talented ✨ than i did last night,1
435,i get into what it actually does i feel like everyone should buy it 🛍️ just because it smells amazing 🌸,1
436,i feel as though i cant bear the motion of quilting it 🧵 even though the idea of it delighted me so only a few days ago 😔,1
437,i feel heartless now 🖤 feeling bored and not believe in love anymore 🚫,3
438,i ended up shoeless 👣 making me feel even more vulnerable 😖 and slowing me down further,4
439,i have been highly critical of dennis covingtons book in this article 📖 i must admit that he did say something that has merit 🧐 in this discussion when he noted in his closing chapters this feeling after god is a dangerous business,3
440,i refers of course though i cant help feeling somehow ironically 🎭 in retrospect to loudons son with kate mcgarrigle the rather talented himself rufus wainwright,1
441,i feel lonely 🏚️ few days before my birthday 🎂,0
442,i feel like i captured 📸 all his sweet looks 🍭,1
443,i had envisioned and intended im just feeling unsure ❓ whether i got that vision and intention right ☁️,4
444,i feel like i need cute pictures 🎀 to share,1
445,i was feeling so low about myself 📉😔,0
446,i feel really angry sometimes 💢 because for the love of god havent we been through enough 😫,3
447,i feel sorry for rafael bosch 😔🤝,0
448,i hope for is that those certain people can attend to more important things in their lives 🌟 but still come back to blogging if they feel they missed blogging 💻,0
449,i do not feel comfortable staying in my house 🏠 i feel relentless when im asked to do something tired 😫 almost all the time and bored without my own money 💸,1
450,i guess im feeling generous today 🎁 and so i have decided to offer a fabulous deal on of my most popular prints at the moment 🖼️,1
451,i begin to feel unpleasant 🤢 about anime fandom in general,0
452,i feel tender 🌸 and disoriented 🌀,2
453,i am feeling really carefree 🎈 and today was really carefree ☀️,1
454,i am feeling miserable and sick 🤒 but hoping that with the amount of sleep i am getting 💤 i havent had much choice i have had zero energy cold meds vitamins and lots of fluids 💧 i have high hopes to feel better tomorrow,0
455,im feeling cranky 😠 and horrible,3
456,im more comfortable in a relationship 💑 because i wont feel as slutty being with one person having the same amount as i would if i were single or not 🔒,2
457,i feel troubled 😟 because of the ongoing relocation of our front door 🚪,0
458,i asked him what was making him feel so fabulous ✨ and he said i m healthy my family is healthy and we live in a free country 🗽,1
459,i woke up feeling incredibly content 😌 amp optimistic today however i woke up with a terrible cold 🤧 and a complete lack of energy,1
460,im feeling a combination of terrified 😨 and relieved 💨,4
461,i really feel i was wronged 😤 as a patient 🏥,3
462,i feel that gulam ali is even more talented 🎤 than many other classical singers,1
463,i be the go to guy for someone who wants a genuine guy 🤝 who would treat them right and spend quality time with them and make them feel special ✨,1
464,i think we all feel very passionate ❤️‍🔥 about our favorite workout gear and i love seeing what other people love need have to have can t live without so i am hoping you will share your favorites in the comments 💬,2
465,i feel strange 👽 with it because it started to be sale 🏷️,5
466,i always notice even though she is fabulous at hiding it 🎭 according to the rest of the world and feel it keenly and am greatly distressed 😟,4
467,i feel so shaken 🫨 and guilty for not being a better mother and shielding my offspring from this health problem 👩‍👦,4
